id,unit_measure,quantity_input,expiration_date,quantity_measure,days_to_sold,product_input_showcase_today
1105,UN,3,2026-12-27,17,12,True
1106,kg,77,2025-02-15,6,22,False
1107,kg,85,2025-06-03,4,26,True
1108,L,11,2026-09-23,13,28,False
1109,UN,33,2026-09-11,3,12,True
1110,UN,74,2026-07-16,13,2,False
1111,kg,13,2026-06-30,15,26,False
1112,kg,75,2026-04-22,11,7,True
1113,L,39,2025-05-16,1,17,True
1114,L,48,2026-02-26,4,29,True
1115,kg,80,2025-05-06,1,12,False
1116,kg,32,2025-03-18,19,3,True
1117,UN,5,2026-10-14,15,13,True
1118,UN,3,2026-01-30,11,20,False
1119,L,34,2026-03-31,10,6,False
1120,UN,50,2025-05-16,3,21,False
1121,L,28,2026-12-11,3,17,True
1122,UN,73,2025-11-07,3,1,True
1123,L,28,2025-06-11,11,10,False
1124,UN,36,2026-04-22,17,4,True
1125,L,57,2025-02-23,16,19,False
1126,kg,81,2025-08-28,16,6,True
1127,kg,79,2026-11-12,1,24,False
1128,UN,40,2025-12-11,6,13,True
1129,UN,42,2026-01-05,1,24,False
1130,kg,80,2026-05-30,12,26,True
1131,UN,48,2026-01-17,13,29,True
1132,kg,52,2025-06-28,5,7,True
1133,kg,6,2026-11-25,6,28,False
1134,UN,14,2026-08-13,14,26,False
1135,UN,86,2025-11-27,9,26,False
1136,kg,54,2025-08-22,12,19,False
1137,kg,88,2026-12-04,2,6,True
1138,UN,90,2026-06-24,17,12,False
1139,L,27,2025-03-07,19,28,False
1140,L,90,2026-05-22,15,12,False
1141,kg,10,2026-07-04,1,1,True
1142,UN,11,2025-05-17,7,13,True
1143,kg,13,2026-05-06,14,24,True
1144,UN,80,2025-01-10,12,8,True
1145,L,86,2025-04-07,12,1,False
1146,kg,81,2025-05-04,8,21,True
1147,L,75,2026-10-23,8,19,True
1148,L,76,2026-01-13,18,23,False
1149,kg,67,2026-11-18,19,7,False
1150,L,65,2026-08-29,8,22,True
1151,UN,24,2026-02-26,16,23,True
1152,kg,3,2025-05-22,11,20,True
1153,kg,69,2025-03-27,16,28,True
1154,UN,37,2025-02-26,8,15,True
1155,UN,23,2025-12-09,11,23,True
1156,UN,95,2026-01-18,1,14,True
1157,L,64,2025-06-02,17,4,True
1158,kg,67,2025-12-24,13,15,False
1159,kg,91,2025-08-10,13,7,False
1160,UN,22,2026-08-21,13,3,False
1161,kg,78,2026-02-22,3,4,False
1162,L,59,2025-10-09,12,11,False
1163,L,75,2025-07-27,19,25,False
1164,kg,48,2025-12-05,1,18,True
1165,kg,88,2026-02-14,10,6,True
1166,L,1,2025-05-26,3,20,True
1167,L,53,2026-11-18,17,1,True
1168,kg,4,2025-11-20,4,29,True
1169,L,94,2026-01-20,10,13,False
1170,kg,19,2026-09-04,14,23,False
1171,kg,89,2025-08-14,3,3,True
1172,kg,86,2025-03-12,7,29,True
1173,kg,87,2025-07-15,14,25,False
1174,L,43,2025-07-30,17,28,False
1175,UN,61,2026-07-17,4,19,True
1176,UN,52,2026-01-18,17,12,False
1177,kg,20,2025-11-04,8,10,False
1178,UN,96,2025-01-17,15,24,True
1179,kg,28,2026-10-07,14,11,True
1180,L,31,2026-09-03,11,8,False
1181,kg,58,2026-07-19,16,29,False
1182,L,35,2026-04-24,4,18,True
1183,L,2,2025-08-27,19,19,False
1184,L,48,2026-05-22,15,11,True
1185,UN,95,2025-06-15,4,25,False
1186,kg,54,2025-05-29,5,22,False
1187,kg,81,2025-06-17,1,18,False
1188,L,64,2026-01-23,12,18,False
1189,UN,57,2026-12-07,5,7,False
1190,L,97,2026-03-11,12,2,True
1191,UN,2,2025-11-01,5,16,True
1192,UN,12,2026-01-20,4,2,True
1193,kg,64,2026-01-22,16,13,True
1194,UN,69,2025-12-12,13,15,True
1195,kg,21,2026-02-25,2,26,True
1196,UN,51,2025-02-13,4,26,False
1197,kg,34,2025-07-26,14,21,False
1198,L,22,2026-09-20,6,20,False
1199,L,20,2025-12-09,19,23,False
1200,kg,11,2025-11-27,4,7,True
1201,kg,2,2026-08-15,8,24,True
1202,UN,61,2025-10-26,12,15,False
1203,L,46,2026-08-28,10,3,True
1204,L,58,2025-02-16,15,14,False
1205,UN,93,2025-03-06,9,13,False
1206,L,19,2025-12-12,13,3,False
1207,UN,45,2026-11-05,3,21,False
1208,kg,24,2026-07-12,1,16,False
1209,UN,63,2025-07-26,17,12,True
1210,UN,55,2026-08-03,14,26,True
1211,kg,43,2026-06-26,12,18,False
1212,kg,53,2025-11-21,18,24,False
1213,UN,74,2025-01-02,3,14,False
1214,L,87,2025-08-04,12,3,True
1215,kg,62,2026-12-20,1,3,True
1216,UN,43,2025-03-06,18,27,True
1217,L,19,2026-09-02,2,1,True
1218,UN,91,2025-10-18,5,12,False
1219,L,84,2026-08-12,14,15,False
1220,kg,1,2025-10-09,4,8,True
1221,kg,98,2025-07-01,12,25,True
1222,kg,83,2026-02-05,18,14,True
1223,L,5,2025-05-05,4,16,False
1224,L,50,2026-06-08,1,5,False
1225,L,30,2026-07-30,13,17,True
1226,L,53,2025-06-23,2,10,True
1227,UN,79,2025-07-11,7,24,True
1228,L,37,2026-03-29,11,26,True
1229,L,29,2026-06-09,5,15,False
1230,L,80,2026-09-03,1,13,True
1231,L,35,2026-11-11,19,17,False
1232,kg,36,2026-05-18,14,29,True
1233,L,88,2026-05-11,18,26,True
1234,UN,52,2026-12-02,8,16,False
1235,kg,33,2026-08-14,2,14,True
1236,kg,59,2025-11-28,9,9,True
1237,UN,45,2025-04-13,2,28,True
1238,kg,50,2025-04-29,2,23,False
1239,kg,28,2026-10-29,11,27,True
1240,UN,13,2026-11-11,10,14,True
1241,kg,99,2025-04-29,5,21,True
1242,UN,85,2026-02-02,19,3,True
1243,UN,27,2026-10-20,16,11,True
1244,UN,94,2026-06-05,5,17,False
1245,UN,29,2026-05-31,5,1,False
1246,L,74,2026-12-22,17,20,True
1247,UN,39,2025-04-07,2,15,False
1248,UN,59,2025-05-29,2,29,True
1249,kg,16,2026-07-08,19,13,False
1250,kg,70,2026-01-13,14,18,True
1251,UN,49,2025-11-06,10,7,True
1252,UN,84,2026-12-04,5,16,True
1253,L,46,2026-01-27,18,6,True
1254,UN,30,2026-05-30,14,25,True
1255,kg,61,2026-10-08,15,13,True
1256,L,62,2026-02-10,18,23,False
1257,UN,32,2025-12-03,7,22,False
1258,L,73,2025-10-09,14,29,True
1259,L,29,2025-07-26,4,4,False
1260,kg,22,2026-02-15,14,6,False
1261,kg,25,2025-12-20,9,10,False
1262,L,58,2026-03-11,18,4,False
1263,UN,26,2026-09-14,2,20,False
1264,kg,9,2026-08-23,6,3,False
1265,UN,49,2026-08-13,4,9,False
1266,kg,86,2025-03-12,14,5,True
1267,L,22,2026-07-06,13,24,False
1268,UN,1,2026-09-18,16,21,False
1269,kg,68,2026-05-01,6,3,True
1270,L,64,2025-04-11,8,9,False
1271,L,23,2025-06-05,8,5,False
1272,L,51,2025-10-17,10,22,True
1273,UN,22,2025-03-29,18,24,False
1274,kg,71,2026-01-17,8,16,True
1275,L,2,2026-04-07,11,12,False
1276,UN,78,2026-02-22,11,28,True
1277,UN,59,2026-02-22,14,25,True
1278,UN,89,2025-01-11,2,18,True
1279,L,50,2025-12-23,13,12,True
1280,L,43,2025-07-16,19,14,False
1281,UN,83,2025-03-12,6,8,False
1282,L,89,2025-09-29,19,17,True
1283,kg,41,2026-10-10,13,21,False
1284,L,19,2025-03-09,10,14,False
1285,kg,9,2026-07-22,18,26,True
1286,L,44,2026-01-20,5,2,False
1287,UN,82,2026-04-12,12,20,True
1288,UN,89,2025-02-19,7,11,True
1289,UN,88,2025-11-09,12,4,False
1290,L,10,2026-04-19,15,6,True
1291,L,5,2025-06-14,9,22,True
1292,L,8,2025-06-25,13,2,True
1293,UN,98,2025-05-21,15,2,True
1294,kg,72,2026-10-19,14,19,False
1295,L,9,2026-04-14,15,18,True
1296,UN,64,2026-02-10,5,27,True
1297,UN,61,2025-07-07,6,21,False
1298,kg,75,2025-03-28,15,17,True
1299,UN,63,2026-04-07,19,24,True
1300,kg,33,2026-10-11,15,29,False
1301,kg,87,2025-07-16,3,9,True
1302,UN,99,2025-01-20,2,11,True
1303,L,70,2026-05-08,16,17,False
1304,L,70,2026-07-15,15,23,True
1305,UN,26,2025-08-18,1,15,True
1306,UN,39,2025-12-12,5,12,True
1307,UN,70,2026-03-11,17,15,True
1308,kg,52,2025-07-25,19,7,False
1309,L,83,2025-07-21,1,17,True
1310,L,20,2026-07-07,2,22,False
1311,kg,55,2026-12-17,18,17,False
1312,kg,17,2026-11-24,7,3,True
1313,L,34,2025-05-19,4,3,True
1314,UN,19,2026-12-08,13,7,False
1315,L,78,2026-03-08,9,18,True
1316,kg,52,2025-02-12,13,5,True
1317,kg,87,2026-07-13,1,7,False
1318,UN,52,2026-06-05,2,9,False
1319,UN,84,2026-09-11,5,22,False
1320,L,34,2026-06-07,12,27,False
1321,kg,30,2025-09-05,18,15,False
1322,kg,22,2026-03-31,2,26,True
1323,kg,22,2026-07-14,1,4,True
1324,L,69,2026-03-03,6,10,False
1325,UN,62,2026-03-29,11,1,False
1326,kg,34,2026-02-18,12,2,False
1327,L,88,2025-09-22,13,5,False
1328,UN,87,2025-03-13,5,8,True
1329,L,84,2026-12-24,7,13,False
1330,kg,25,2025-05-30,18,8,True
1331,UN,87,2026-02-13,10,4,True
1332,L,1,2025-04-17,3,27,False
1333,L,73,2025-04-04,8,21,True
1334,L,45,2026-07-24,7,7,True
1335,L,68,2025-04-02,18,2,False
1336,UN,18,2026-07-21,19,14,True
1337,kg,22,2025-02-24,11,24,False
1338,L,62,2025-12-04,18,25,False
1339,UN,90,2026-04-08,4,12,False
1340,L,86,2026-08-09,11,7,True
1341,kg,22,2025-05-24,13,17,True
1342,kg,98,2026-06-12,18,18,False
1343,L,19,2025-01-07,19,10,True
1344,UN,8,2025-03-05,12,12,False
1345,UN,46,2026-09-28,7,14,False
1346,UN,83,2026-04-23,12,16,False
1347,L,63,2025-05-16,13,4,False
1348,kg,18,2026-10-16,5,25,False
1349,UN,85,2026-08-29,8,29,True
1350,L,30,2026-04-17,5,28,False
1351,UN,51,2025-07-03,6,25,True
1352,kg,23,2026-07-20,15,26,True
1353,L,18,2025-03-09,5,8,False
1354,UN,39,2025-08-28,16,26,True
1355,UN,43,2026-07-08,12,12,True
1356,kg,54,2025-05-24,3,8,False
1357,UN,22,2026-07-29,18,2,False
1358,UN,83,2026-08-04,16,23,False
1359,kg,52,2026-03-25,14,7,True
1360,kg,95,2026-08-05,6,16,False
1361,UN,25,2026-07-30,12,16,True
1362,L,77,2026-11-01,10,3,True
1363,UN,89,2026-12-08,18,20,False
1364,L,55,2026-09-26,4,28,False
1365,L,15,2026-05-16,14,20,True
1366,L,84,2026-02-17,3,23,True
1367,UN,85,2025-03-31,5,27,True
1368,UN,68,2026-06-04,10,6,True
1369,L,51,2025-04-17,14,29,False
1370,UN,31,2026-02-18,17,18,True
1371,UN,86,2026-06-25,16,20,False
1372,L,30,2026-05-04,8,13,False
1373,UN,43,2025-11-11,11,18,True
1374,L,10,2025-07-09,18,17,False
1375,kg,3,2025-09-23,5,12,False
1376,UN,32,2026-10-17,14,23,True
1377,kg,57,2026-07-06,10,1,True
1378,UN,78,2026-02-13,2,7,True
1379,UN,8,2026-03-03,16,5,False
1380,kg,43,2026-10-01,15,12,False
1381,L,97,2025-05-15,6,26,True
1382,L,86,2025-10-02,7,5,False
1383,UN,2,2026-09-03,2,25,True
1384,kg,8,2026-08-20,12,19,False
1385,UN,8,2025-11-25,7,10,False
1386,kg,88,2026-12-24,17,5,False
1387,kg,12,2026-10-14,14,10,False
1388,UN,38,2026-11-09,7,27,True
1389,kg,68,2026-07-30,18,27,True
1390,UN,28,2026-10-25,3,2,False
1391,L,11,2026-06-13,13,17,False
1392,kg,3,2025-10-11,11,15,False
1393,UN,57,2025-04-04,11,24,False
1394,L,64,2025-06-27,12,20,False
1395,L,41,2026-10-27,7,27,True
1396,L,8,2026-06-19,2,1,True
1397,L,59,2025-10-04,2,3,True
1398,UN,22,2025-12-26,14,4,False
1399,UN,48,2026-08-21,8,13,True
1400,L,26,2025-07-18,14,18,True
1401,kg,9,2026-02-25,7,18,True
1402,UN,82,2026-04-06,2,28,True
1403,L,99,2026-10-16,8,19,True
1404,kg,80,2026-11-19,13,14,False
1405,UN,88,2026-03-13,14,10,False
1406,UN,1,2026-10-20,8,1,False
1407,L,31,2026-05-16,13,16,False
1408,kg,67,2026-01-23,5,9,True
1409,kg,35,2025-11-05,13,5,True
1410,UN,25,2026-05-18,10,11,True
1411,kg,81,2025-07-03,17,8,True
1412,L,77,2026-12-06,7,19,True
1413,L,86,2026-12-28,3,18,True
1414,L,93,2026-12-16,3,21,True
1415,kg,15,2026-11-02,15,27,True
1416,kg,75,2026-02-09,1,17,False
1417,UN,47,2025-09-06,15,1,True
1418,kg,42,2025-03-08,11,1,False
1419,UN,43,2025-05-15,12,26,True
1420,L,29,2026-01-12,18,5,True
1421,kg,88,2025-07-18,15,15,False
1422,L,53,2025-03-02,4,28,True
1423,kg,3,2025-04-01,16,7,True
1424,kg,12,2025-04-11,5,4,True
1425,kg,4,2025-02-09,9,29,False
1426,L,35,2025-09-04,13,11,True
1427,UN,5,2026-04-29,15,12,True
1428,kg,85,2026-07-04,2,4,True
1429,kg,17,2026-07-24,14,23,False
1430,UN,22,2025-04-14,11,12,True
1431,L,17,2026-07-23,4,4,True
1432,L,37,2026-09-28,12,24,False
1433,UN,25,2026-06-11,9,19,False
1434,kg,66,2026-05-17,5,7,False
1435,kg,74,2026-12-23,5,18,False
1436,UN,84,2026-11-21,6,7,True
1437,UN,77,2026-09-13,15,6,False
1438,UN,61,2025-09-26,5,10,True
1439,UN,99,2026-09-14,10,3,False
1440,UN,7,2026-10-04,1,20,False
1441,L,3,2026-03-25,10,25,False
1442,UN,51,2026-03-17,7,9,False
1443,kg,54,2026-08-06,3,18,True
1444,UN,61,2025-04-15,5,18,False
1445,UN,91,2025-05-14,3,18,False
1446,UN,99,2025-01-03,12,2,False
1447,UN,3,2025-01-12,13,3,True
1448,UN,89,2025-06-29,18,1,True
1449,kg,98,2026-02-17,5,3,False
1450,L,89,2025-08-16,15,10,True
1451,kg,18,2026-06-23,9,29,True
1452,UN,64,2026-03-03,14,11,True
1453,L,82,2025-07-06,2,25,False
1454,UN,88,2025-02-27,18,21,True
1455,UN,85,2026-04-29,3,2,True
1456,L,47,2026-11-27,14,23,False
1457,UN,82,2026-02-13,16,19,False
1458,L,26,2026-03-27,3,6,False
1459,kg,8,2025-07-16,18,16,False
1460,kg,98,2025-07-06,3,15,True
1461,kg,34,2025-03-03,9,21,False
1462,kg,49,2025-01-26,10,8,True
1463,UN,44,2026-07-31,7,7,True
1464,UN,34,2025-05-21,6,18,False
1465,kg,43,2025-06-24,13,6,False
1466,L,71,2026-12-02,15,2,True
1467,kg,56,2025-07-31,14,22,False
1468,kg,75,2026-04-27,9,18,False
1469,UN,61,2026-01-08,14,11,False
1470,kg,9,2025-04-27,1,14,True
1471,UN,15,2025-12-22,16,13,True
1472,kg,84,2026-11-12,15,7,True
1473,kg,8,2025-10-03,11,21,True
1474,L,25,2025-05-23,5,25,False
1475,L,38,2026-08-17,10,11,True
1476,UN,6,2026-08-30,1,24,True
1477,kg,54,2026-01-13,14,12,False
1478,kg,66,2026-11-22,18,12,False
1479,kg,18,2026-01-03,15,14,False
1480,L,28,2026-04-03,17,4,True
1481,kg,31,2026-05-01,18,27,False
1482,UN,3,2026-03-14,10,16,False
1483,kg,25,2025-07-15,19,4,False
1484,L,33,2025-08-12,9,2,True
1485,kg,74,2025-10-17,11,24,True
1486,L,41,2025-09-19,18,29,False
1487,L,31,2025-07-11,10,13,True
1488,UN,74,2026-04-08,12,10,False
1489,L,81,2025-09-15,9,19,True
1490,UN,28,2026-11-07,3,10,True
1491,L,94,2026-05-11,2,7,True
1492,UN,96,2025-07-18,16,23,False
1493,UN,18,2026-08-06,7,24,False
1494,L,67,2025-06-06,9,11,True
1495,UN,22,2026-07-03,8,13,True
1496,UN,2,2026-11-22,11,21,True
1497,L,86,2025-01-29,4,29,False
1498,UN,58,2025-12-04,19,8,False
1499,UN,86,2026-04-20,13,2,True
1500,kg,3,2025-12-26,4,18,True
1501,UN,24,2026-11-12,3,29,False
1502,kg,26,2025-07-04,2,8,True
1503,kg,35,2025-08-27,1,22,True
1504,kg,79,2026-05-15,13,14,True
1505,L,29,2025-11-29,17,13,False
1506,kg,72,2025-04-21,17,29,True
1507,L,16,2026-11-05,15,19,False
1508,UN,7,2025-11-18,12,4,False
1509,kg,49,2025-03-10,3,16,True
1510,kg,81,2026-08-18,19,17,True
1511,UN,97,2026-09-18,16,7,False
1512,kg,16,2025-04-19,14,25,False
1513,UN,29,2026-03-11,15,29,True
1514,UN,40,2026-08-07,13,12,True
1515,UN,90,2026-11-21,6,21,False
1516,kg,77,2025-09-30,7,26,False
1517,kg,82,2026-10-22,12,29,False
1518,L,47,2025-09-30,7,7,False
1519,L,90,2026-11-07,9,29,True
1520,L,53,2026-07-30,9,23,False
1521,kg,48,2025-02-02,15,2,False
1522,kg,56,2025-04-26,9,6,False
1523,L,7,2025-08-13,15,23,True
1524,kg,64,2025-03-14,13,8,False
1525,L,2,2025-12-24,10,28,True
1526,kg,76,2025-04-13,10,27,False
1527,kg,44,2026-05-31,7,18,False
1528,L,99,2025-07-04,18,5,True
1529,kg,1,2026-09-17,14,16,True
1530,kg,31,2026-03-26,2,5,True
1531,L,41,2026-08-08,18,16,False
1532,kg,8,2025-12-21,6,11,False
1533,UN,78,2026-10-27,6,17,True
1534,L,66,2026-02-21,19,1,True
1535,L,5,2026-03-26,11,15,False
1536,L,54,2026-04-05,18,7,True
1537,UN,54,2026-05-25,1,4,False
1538,L,90,2026-03-04,13,2,False
1539,L,65,2025-11-13,16,22,False
1540,L,8,2026-11-15,16,25,True
1541,kg,95,2025-08-17,5,23,False
1542,L,12,2026-06-02,13,15,False
1543,kg,51,2025-02-16,9,1,True
1544,kg,78,2025-12-05,16,21,True
1545,L,72,2026-09-12,5,20,True
1546,kg,21,2025-09-19,1,17,True
1547,kg,51,2026-11-12,4,21,True
1548,UN,93,2026-02-02,5,6,False
1549,UN,19,2025-10-11,2,6,False
1550,L,50,2026-04-06,17,1,False
1551,kg,25,2026-01-10,11,2,False
1552,kg,26,2025-05-11,14,2,False
1553,kg,27,2025-03-30,2,23,False
1554,UN,21,2025-02-28,19,18,False
1555,L,19,2026-01-26,19,18,True
1556,kg,46,2025-06-07,10,1,True
1557,kg,40,2025-04-13,5,26,False
1558,kg,24,2025-10-01,12,23,True
1559,kg,40,2025-10-04,15,28,False
1560,kg,71,2025-12-25,10,4,False
1561,kg,76,2025-07-05,8,16,False
1562,kg,3,2025-07-03,2,10,False
1563,L,61,2026-11-29,10,26,False
1564,kg,69,2026-11-10,7,16,True
1565,kg,19,2025-04-26,1,7,False
1566,L,68,2026-10-10,11,24,True
1567,kg,98,2025-09-11,13,15,False
1568,kg,46,2026-01-23,18,8,False
1569,kg,45,2025-09-30,3,29,True
1570,UN,84,2025-07-17,15,7,True
1571,L,48,2026-05-25,13,16,True
1572,kg,85,2025-04-23,15,4,False
1573,kg,15,2026-09-01,2,6,False
1574,kg,69,2025-04-22,19,19,False
1575,UN,91,2025-01-02,19,3,True
1576,UN,35,2026-05-04,17,18,True
1577,kg,42,2025-07-29,5,24,False
1578,kg,22,2026-07-14,18,16,False
1579,kg,68,2025-10-30,2,22,False
1580,L,11,2026-06-05,18,5,False
1581,L,62,2025-12-18,13,1,True
1582,kg,38,2025-11-22,15,22,False
1583,UN,63,2025-05-31,16,24,True
1584,kg,63,2026-12-13,7,3,False
1585,L,33,2025-06-23,3,10,True
1586,kg,87,2026-02-03,7,27,False
1587,UN,38,2025-01-21,10,6,True
1588,UN,18,2026-10-28,19,20,True
1589,UN,12,2026-04-19,4,10,True
1590,L,19,2025-08-05,19,27,True
1591,UN,70,2026-02-18,16,14,False
1592,L,27,2025-09-05,2,25,True
1593,kg,83,2025-10-25,11,25,False
1594,L,74,2026-04-19,17,1,True
1595,UN,74,2026-12-23,5,11,False
1596,kg,60,2026-08-27,15,16,True
1597,L,19,2025-03-02,5,7,False
1598,kg,40,2025-12-05,9,11,False
1599,kg,34,2025-09-20,11,23,False
1600,kg,61,2026-03-26,19,28,True
1601,kg,25,2025-01-14,5,23,True
1602,L,8,2026-02-16,6,18,False
1603,kg,36,2025-05-15,8,20,True
1604,kg,98,2026-03-21,18,4,True
1605,L,77,2025-07-04,11,27,False
1606,kg,14,2026-04-06,13,16,True
1607,kg,71,2025-01-13,19,19,True
1608,UN,67,2025-01-22,19,8,False
1609,UN,98,2025-11-23,10,14,True
1610,L,1,2026-04-28,17,20,True
1611,UN,63,2026-12-30,3,19,True
1612,UN,54,2026-01-21,3,6,False
1613,kg,1,2025-09-08,6,15,True
1614,L,36,2025-06-15,18,15,False
1615,kg,21,2025-08-24,12,2,True
1616,UN,69,2025-12-21,13,2,True
1617,kg,66,2026-10-25,10,9,True
1618,kg,2,2026-11-05,17,4,True
1619,kg,17,2026-12-25,4,9,True
1620,kg,49,2026-10-22,14,6,True
1621,UN,3,2025-01-18,16,6,False
1622,kg,69,2025-01-20,6,16,True
1623,kg,77,2025-12-24,9,23,False
1624,kg,11,2025-03-12,2,25,True
1625,kg,78,2026-01-04,16,15,True
1626,L,14,2025-01-10,11,13,True
1627,UN,46,2025-12-06,5,24,False
1628,L,33,2026-04-04,9,27,True
1629,L,6,2026-10-25,18,20,True
1630,L,19,2026-11-19,4,1,False
1631,kg,28,2025-03-23,15,7,False
1632,UN,22,2026-07-24,15,11,True
1633,kg,55,2025-11-05,19,13,False
1634,L,98,2026-06-13,7,27,True
1635,kg,28,2026-01-02,17,16,True
1636,UN,78,2025-06-03,17,23,True
1637,kg,94,2026-06-06,19,6,True
1638,L,83,2026-03-18,17,12,False
1639,kg,97,2025-09-02,18,14,True
1640,kg,54,2026-07-20,13,16,True
1641,kg,75,2026-07-24,18,21,True
1642,kg,8,2026-03-19,9,13,True
1643,L,1,2025-03-04,15,4,False
1644,L,49,2025-07-24,14,22,True
1645,kg,47,2026-12-28,17,9,True
1646,kg,41,2025-01-15,5,29,True
1647,L,51,2026-10-18,8,8,True
1648,UN,99,2026-12-16,7,20,False
1649,UN,17,2026-06-19,5,20,False
1650,L,43,2025-10-12,15,12,False
1651,L,12,2025-05-31,17,6,True
1652,kg,33,2026-12-02,14,9,True
1653,kg,29,2026-12-01,9,18,True
1654,L,76,2026-01-04,4,25,True
1655,L,54,2025-03-22,19,19,False
1656,kg,44,2026-02-23,4,7,False
1657,UN,28,2026-05-30,15,28,False
1658,L,20,2026-03-04,8,3,True
1659,L,67,2026-10-24,11,6,False
1660,L,42,2026-06-08,5,15,True
1661,UN,23,2025-09-04,2,13,False
1662,UN,80,2026-10-20,18,5,True
1663,kg,23,2025-02-28,14,22,False
1664,L,68,2026-07-22,9,12,False
1665,kg,7,2025-03-03,10,4,True
1666,L,17,2026-06-22,17,9,False
1667,kg,79,2025-03-07,15,14,False
1668,kg,65,2025-02-27,18,18,False
1669,L,82,2026-06-03,3,14,True
1670,L,31,2025-12-07,2,4,False
1671,L,37,2026-09-07,5,4,True
1672,UN,20,2026-03-16,18,3,False
